input_text,target_text
"Base caption: Calm couple is touching each other hand
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Calm couple is touching each other hand
"Base caption: A man is laughing from woman
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A man is laughing from woman
"Base caption: A group of people is discussing some scientific research with distrust to each other
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",A group of people is discussing some scientific research with distrust to each other
"Base caption: The concentrated man is looking into the strange device
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The concentrated man is looking into the strange device
"Base caption: The man is arguing with the woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is arguing with the woman
"Base caption: Woman is happy to tell her story to stranger
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman is happy to tell her story to stranger
"Base caption: The happy couple is preparing the dinner
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The happy couple is preparing the dinner
"Base caption: The disappointed man is listening to his angry woman
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The disappointed man is listening to his angry woman
"Base caption: The man is sleeping peacefully with the dogs
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is sleeping peacefully with the dogs
"Base caption: The man is worried about something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The man is worried about something
"Base caption: Old man calms down young friend
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Old man calms down young friend
"Base caption: Men look cool and concentrated on their job
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men look cool and concentrated on their job
"Base caption: The group of women is shocked by something
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The group of women is shocked by something
"Base caption: Two happy women and one man are enjoying the company of each other
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy women and one man are enjoying the company of each other
"Base caption: The old man is telling his life story to a tired guy
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The old man is telling his life story to a tired guy
"Base caption: Two happy women are teaching to ice skate
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Two happy women are teaching to ice skate
"Base caption: A family looks gentle and happy to meet after a long separation
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A family looks gentle and happy to meet after a long separation
"Base caption: Two men are arguing
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two men are arguing
"Base caption: Men are happy and wild glad because they perform as music band in some establishment
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Men are happy and wild glad because they perform as music band in some establishment
"Base caption: Woman smiling and relieved because she was tired and now can rest
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Woman smiling and relieved because she was tired and now can rest
"Base caption: Kinky woman is looking in the camera
Emotion: Neutral
Rewrite the above caption to fit the specified emotion:
",Kinky woman is looking in the camera
"Base caption: A family looks happy because they have cozy life and love their son
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",A family looks happy because they have cozy life and love their son
"Base caption: A policeman looks thoughtful, it looks like he has a clue who has broken the window
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
","A policeman looks thoughtful, it looks like he has a clue who has broken the window"
"Base caption: Men look troubled and uncertain, they discuss some issues
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
","Men look troubled and uncertain, they discuss some issues"
"Base caption: The guy is very sad during the conversation with his mother
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",The guy is very sad during the conversation with his mother
"Base caption: The man is surprised by something
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The man is surprised by something
"Base caption: Two women are arguing
Emotion: Negative
Rewrite the above caption to fit the specified emotion:
",Two women are arguing
"Base caption: The people are happy to be together
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",The people are happy to be together
"Base caption: Princess and some futuristic adventurer are discussing some issue
Emotion: Positive
Rewrite the above caption to fit the specified emotion:
",Princess and some futuristic adventurer are discussing some issue
